0,0,691.988731606,129.251731618,42.9855081618,31.1268185904,1,-1,-1,-1
0,1,758.039023408,84.4376085647,36.1940494885,45.3884322001,1,-1,-1,-1
0,2,709.46052937,83.8063462559,29.622478502,44.1481147824,1,-1,-1,-1
0,3,670.154116603,83.6772472351,19.9431988113,21.0149669737,1,-1,-1,-1
0,4,728.228711541,85.4418627825,20.5813811733,34.8110521625,1,-1,-1,-1
0,5,746.576454448,83.8376668303,15.3163766871,28.8755271394,1,-1,-1,-1
1,0,691.854411557,129.913214699,43.2960439097,31.4224054704,1,-1,-1,-1
1,1,757.6974461,85.1503932928,36.1699549549,45.3450661848,1,-1,-1,-1
1,2,708.759325502,84.5936172036,30.0031752179,43.6777923729,1,-1,-1,-1
1,3,669.52936018,84.3579676785,20.1733750539,21.960513905,1,-1,-1,-1
1,4,727.752601414,86.3827470321,20.700907043,34.7038251271,1,-1,-1,-1
1,5,746.083021111,84.7356376957,16.0541979677,28.880131087,1,-1,-1,-1
1,6,784.78762337,87.5874748685,16.1539910371,21.0550718725,1,-1,-1,-1
2,0,691.295995358,128.589200167,43.7193089581,31.7898164804,1,-1,-1,-1
2,1,757.491780669,83.2531620148,36.3868350798,46.2241612369,1,-1,-1,-1
2,2,708.412862371,83.0629960135,29.9179123084,44.1116494823,1,-1,-1,-1
2,4,728.044265379,85.2899783944,20.1743324032,34.7084008111,1,-1,-1,-1
2,5,745.773740381,83.8386591196,15.9979666499,28.8832097322,1,-1,-1,-1
2,6,784.991817727,85.1016395406,16.2742734123,21.9416163721,1,-1,-1,-1
2,3,667.921307264,83.0737648657,21.694785578,22.5202240289,1,-1,-1,-1
3,0,690.604168178,127.345728122,43.7406559795,31.6460513251,1,-1,-1,-1
3,1,756.534393637,81.5569830048,36.5218281137,46.487842849,1,-1,-1,-1
3,2,707.055705587,81.6252096861,30.5412500251,44.6379464971,1,-1,-1,-1
3,4,726.808056961,84.1314953082,21.2201350384,34.5624923664,1,-1,-1,-1
3,5,744.881734559,82.5100720296,16.7705516755,29.4982674938,1,-1,-1,-1
3,3,665.616453449,81.7868170556,21.9241134504,22.6966686115,1,-1,-1,-1
3,6,784.750778732,83.6530997504,16.3161914768,22.2586661366,1,-1,-1,-1
4,0,690.344226219,124.285423376,43.6079798002,31.664839462,1,-1,-1,-1
4,1,755.886535614,78.650288867,36.6685893892,46.5745742811,1,-1,-1,-1
4,2,706.716038375,78.6808644881,30.3940692013,44.4151137065,1,-1,-1,-1
4,3,663.937964456,79.2949382216,23.1121268794,22.8886991834,1,-1,-1,-1
4,4,726.316565325,80.954480108,21.0799843286,34.803352356,1,-1,-1,-1
4,5,744.729558526,79.7895701424,16.7004586703,29.2756385233,1,-1,-1,-1
4,6,784.911668612,80.8719231916,16.1599317154,21.7260562845,1,-1,-1,-1
5,0,690.308097171,121.058176746,43.3866009527,31.3446534091,1,-1,-1,-1
5,1,756.330268125,76.0024559619,36.2447746721,46.2998324583,1,-1,-1,-1
5,2,706.362797207,75.011824473,30.1981392461,44.363816515,1,-1,-1,-1
5,5,744.064208871,76.4267452635,17.6601270464,29.0993047102,1,-1,-1,-1
5,3,662.992366011,76.6754913402,21.1544678478,23.0656564623,1,-1,-1,-1
5,4,725.988735557,77.7468988114,21.350751666,34.4325582785,1,-1,-1,-1
6,0,690.729339685,117.712600299,43.2528697078,31.8432502146,1,-1,-1,-1
6,2,706.972542779,71.3428145891,30.1878964861,44.5416384238,1,-1,-1,-1
6,1,757.399605457,73.7907459988,35.6505514948,45.6545935137,1,-1,-1,-1
6,3,661.404773798,72.5733164943,23.5787569168,23.6353752505,1,-1,-1,-1
6,4,725.920704405,74.4188627164,22.3683750554,34.3697294282,1,-1,-1,-1
6,5,744.093037015,73.0447688982,18.5512275595,28.6745971192,1,-1,-1,-1
7,0,690.899210289,114.713108562,43.4916422099,31.7597032664,1,-1,-1,-1
7,3,660.548393022,69.5912925904,24.8401006999,23.7522659305,1,-1,-1,-1
7,2,707.310373633,68.6986637508,29.850491614,44.4692777878,1,-1,-1,-1
7,4,726.169739371,71.5912603611,22.0330900596,35.0682791509,1,-1,-1,-1
7,5,744.886980493,69.7283660109,17.1629068639,29.6550782337,1,-1,-1,-1
7,1,757.55773646,70.5318440923,36.0521279977,46.9081201377,1,-1,-1,-1
